CSD Code,Census subdivision (CSD) name,2006 Income Score,2006 Education Score,2006 Housing Score,2006 Labour Force Activity Score,2006 CWB Score,2006 2B Population,Type of collectivity,Province
4620039,Minitonas,69,37,98,84,72,495,Other,Manitoba
4620041,Swan River,80,47,90,92,77,2780,Other,Manitoba
4620043,Benito,67,31,94,76,67,355,Other,Manitoba
4620048,Swan River,80,48,95,87,77,3730,Other,Manitoba
4620052,Bowsman,65,36,95,74,68,315,Other,Manitoba
4620055,Mountain (North),72,31,88,81,68,765,Other,Manitoba
4620066,"Division No. 20, Unorganized, South Part",,,,,,,Other,Manitoba
4620069,"Division No. 20, Unorganized, North Part",,,,,,,Other,Manitoba
4621025,Grand Rapids,81,56,85,87,77,335,Other,Manitoba
4621027,Grand Rapids 33,58,25,61,73,54,655,First Nation,Manitoba
4621029,Chemawawin 2,49,17,62,65,48,985,First Nation,Manitoba
4621033,Opaskwayak Cree Nation 21A,,,,,61,180,First Nation,Manitoba
4621034,Opaskwayak Cree Nation 21B,,,,,,,First Nation,Manitoba
4621035,Opaskwayak Cree Nation 21C,,,,,,,First Nation,Manitoba
4621040,Opaskwayak Cree Nation 21I,,,,,74,155,First Nation,Manitoba
4621043,Opaskwayak Cree Nation 21E,54,33,65,69,55,2150,First Nation,Manitoba
4621045,The Pas,84,54,92,86,79,5520,Other,Manitoba
4621052,Kelsey,84,54,85,85,77,2480,Other,Manitoba
4621058,Moose Lake 31A,47,21,52,59,45,700,First Nation,Manitoba
4621064,Flin Flon (Part),86,51,92,90,80,5525,Other,Manitoba
4621071,Snow Lake,96,53,96,84,82,770,Other,Manitoba
4621078,"Division No. 21, Unorganized",86,57,79,83,76,1925,Other,Manitoba
4622017,Mystery Lake,,,,,87,135,Other,Manitoba
4622026,Thompson,87,52,90,88,79,13405,Other,Manitoba
4622046,"Division No. 22, Unorganized",77,40,78,69,66,2325,Other,Manitoba
4622048,Garden Hill First Nation,42,14,49,57,41,1895,First Nation,Manitoba
4622049,God's Lake 23,42,17,61,60,45,1105,First Nation,Manitoba
4622050,Oxford House 24,45,19,50,62,44,1950,First Nation,Manitoba
4622051,Cross Lake 19,50,31,54,66,50,1575,First Nation,Manitoba
4622052,Cross Lake 19A,44,25,50,61,45,1660,First Nation,Manitoba
4622053,Cross Lake 19B,,,,,,,First Nation,Manitoba
4622054,Cross Lake 19C,,,,,,,First Nation,Manitoba
4622055,God's River 86A,47,11,40,66,41,555,First Nation,Manitoba
4622056,Red Sucker Lake 1976,,,,,,,First Nation,Manitoba
4622058,Norway House 17,48,24,67,66,51,4045,First Nation,Manitoba
4622059,Nelson House 170,47,29,45,63,46,2070,First Nation,Manitoba
4622060,Nelson House 170A,,,,,,,First Nation,Manitoba
4622061,Nelson House 170B,,,,,,,First Nation,Manitoba
4622062,Nelson House 170C,,,,,,,First Nation,Manitoba
4622063,Split Lake (Part) 171,,,,,,,First Nation,Manitoba
4622064,Ilford,,,,,62,115,First Nation,Manitoba
4622065,York Landing,53,29,68,77,57,415,First Nation,Manitoba
4622067,Cross Lake 19E,50,32,53,64,50,605,First Nation,Manitoba
4622800,Wasagamack,45,21,48,61,44,1160,First Nation,Manitoba
4622801,St. Theresa Point,45,25,39,61,43,2635,First Nation,Manitoba
4623022,Gillam,90,53,93,88,81,1245,Other,Manitoba
4623025,Gillam,,,,,,,First Nation,Manitoba
4623027,Fox Lake 2,,,,,,,First Nation,Manitoba
4623034,Leaf Rapids,65,40,84,66,64,525,Other,Manitoba
4623037,South Indian Lake,47,19,36,67,42,855,First Nation,Manitoba
4623039,Granville Lake,,,,,34,100,First Nation,Manitoba
4623047,Lynn Lake,84,42,73,88,72,620,Other,Manitoba
4623056,Churchill,86,45,87,87,76,975,Other,Manitoba
4623058,Churchill 1,55,26,87,63,58,330,First Nation,Manitoba
4623060,Split Lake (Part) 171,,,,,,,First Nation,Manitoba
4623062,"Division No. 23, Unorganized",,,,,56,170,Other,Manitoba
4623063,Highrock 199,,,,,,,First Nation,Manitoba
4623064,Pukatawagan 198,47,27,49,63,47,1475,First Nation,Manitoba
4623065,Brochet 197,43,12,56,59,43,310,First Nation,Manitoba
4623067,Lac Brochet 197A,49,17,53,66,46,600,First Nation,Manitoba
4623071,Shamattawa 1,41,9,34,62,36,920,First Nation,Manitoba
4701001,Argyle No. 1,77,41,98,95,78,265,Other,Saskatchewan
4701002,Gainsborough,,,,,77,230,Other,Saskatchewan
4701004,Carievale,,,,,76,235,Other,Saskatchewan
4701006,Mount Pleasant No. 2,85,47,99,93,81,420,Other,Saskatchewan
4701008,Carnduff,96,53,93,98,85,970,Other,Saskatchewan
4701011,Enniskillen No. 3,83,50,93,95,80,430,Other,Saskatchewan
4701012,Glen Ewen,,,,,76,115,Other,Saskatchewan
4701014,Oxbow,88,47,91,89,79,1125,Other,Saskatchewan
4701016,Coalfields No. 4,87,53,95,88,81,390,Other,Saskatchewan
4701017,Frobisher,,,,,78,145,Other,Saskatchewan
4701018,North Portal,,,,,87,130,Other,Saskatchewan
4701019,Roche Percee,,,,,75,150,Other,Saskatchewan
4701021,Bienfait,87,48,92,91,80,745,Other,Saskatchewan
4701022,Estevan No. 5,100,51,99,95,86,1050,Other,Saskatchewan
4701024,Estevan,91,49,96,92,82,9930,Other,Saskatchewan
4701027,Benson No. 35,80,46,92,94,78,435,Other,Saskatchewan
4701031,Browning No. 34,76,50,96,93,79,425,Other,Saskatchewan
4701032,Lampman,90,45,95,89,80,615,Other,Saskatchewan
4701036,Moose Creek No. 33,82,40,92,95,77,365,Other,Saskatchewan
4701037,Alameda,84,47,99,94,81,300,Other,Saskatchewan
4701039,Reciprocity No. 32,82,43,95,92,78,355,Other,Saskatchewan
4701041,Alida,,,,,80,120,Other,Saskatchewan
4701043,Storthoaks No. 31,75,37,85,91,72,315,Other,Saskatchewan
4701044,Storthoaks,,,,,70,80,Other,Saskatchewan
4701047,Antler No. 61,78,37,93,94,75,505,Other,Saskatchewan
4701048,Antler,,,,,,,Other,Saskatchewan
4701049,Redvers,82,39,98,92,78,835,Other,Saskatchewan
4701053,Moose Mountain No. 63,77,38,98,90,76,480,Other,Saskatchewan
4701054,Manor,92,43,98,95,82,280,Other,Saskatchewan
4701056,Carlyle,84,53,96,91,81,1215,Other,Saskatchewan
4701058,Brock No. 64,89,55,84,87,79,280,Other,Saskatchewan
4701059,Arcola,81,41,98,85,76,495,Other,Saskatchewan
4701061,Kisbey,,,,,73,185,Other,Saskatchewan
4701063,Tecumseh No. 65,79,46,95,93,78,280,Other,Saskatchewan
4701064,Forget,,,,,,,Other,Saskatchewan
4701066,Stoughton,81,41,98,89,77,620,Other,Saskatchewan
4701067,Heward,,,,,,,Other,Saskatchewan
4701069,Golden West No. 95,72,51,87,95,77,320,Other,Saskatchewan
4701072,Hazelwood No. 94,76,43,84,92,74,275,Other,Saskatchewan
4701076,Wawken No. 93,85,53,95,91,81,610,Other,Saskatchewan
4701077,Kennedy,,,,,75,185,Other,Saskatchewan
4701078,Wawota,78,44,100,88,77,490,Other,Saskatchewan
4701079,Kenosee Lake,,,,,81,210,Other,Saskatchewan
4701091,Walpole No. 92,78,42,98,95,78,350,Other,Saskatchewan
4701094,Maryfield No. 91,76,55,92,97,80,340,Other,Saskatchewan
4701096,Maryfield,82,44,96,89,78,325,Other,Saskatchewan
4701098,Fairlight,,,,,,60,Other,Saskatchewan
4701808,White Bear 70,52,37,68,75,58,790,First Nation,Saskatchewan
4701809,Ocean Man 69,,,,,53,135,First Nation,Saskatchewan
4701810,Ocean Man 69A,,,,,,,First Nation,Saskatchewan
4701811,Ocean Man 69B,,,,,,,First Nation,Saskatchewan
4701812,Ocean Man 69C,,,,,,,First Nation,Saskatchewan
4701813,Ocean Man 69E,,,,,,,First Nation,Saskatchewan
4701814,Ocean Man 69F,,,,,,,First Nation,Saskatchewan
4701815,Ocean Man 69G,,,,,,,First Nation,Saskatchewan
4701816,Ocean Man 69I,,,,,,,First Nation,Saskatchewan
4701817,Ocean Man 69H,,,,,,,First Nation,Saskatchewan
4701818,Ocean Man 69D,,,,,,,First Nation,Saskatchewan
4702001,Cambria No. 6,81,42,98,93,79,270,Other,Saskatchewan
4702002,Torquay,,,,,84,185,Other,Saskatchewan
4702006,Souris Valley No. 7,,,,,78,230,Other,Saskatchewan
4702008,Tribune,,,,,,,Other,Saskatchewan
4702011,Lake Alma No. 8,,,,,81,240,Other,Saskatchewan
4702012,Lake Alma,,,,,,,Other,Saskatchewan
4702014,Surprise Valley No. 9,,,,,79,200,Other,Saskatchewan
4702015,Gladmar,,,,,,,Other,Saskatchewan
4702016,Minton,,,,,,45,Other,Saskatchewan
4702018,Happy Valley No. 10,,,,,76,200,Other,Saskatchewan
4702023,Bengough,81,44,96,86,77,335,Other,Saskatchewan
4702024,Bengough No. 40,70,46,97,97,77,315,Other,Saskatchewan
4702026,The Gap No. 39,,,,,78,245,Other,Saskatchewan
4702028,Ceylon,,,,,65,85,Other,Saskatchewan
4702029,Laurier No. 38,72,47,72,92,71,350,Other,Saskatchewan
4702031,Radville,81,49,92,94,79,720,Other,Saskatchewan
4702033,Lomond No. 37,74,58,85,95,78,305,Other,Saskatchewan
4702036,Goodwater,,,,,,,Other,Saskatchewan
4702037,Cymri No. 36,81,52,97,89,80,455,Other,Saskatchewan
4702038,Halbrite,,,,,72,120,Other,Saskatchewan
4702039,Midale,96,55,96,91,85,445,Other,Saskatchewan
4702041,Macoun,,,,,72,165,Other,Saskatchewan
4702042,Griffin No. 66,79,52,90,99,80,330,Other,Saskatchewan
4702044,Weyburn No. 67,93,55,96,96,85,890,Other,Saskatchewan
4702047,Weyburn,93,52,95,90,83,9095,Other,Saskatchewan
4702048,McTaggart,,,,,78,135,Other,Saskatchewan
4702051,Brokenshell No. 68,67,48,76,92,71,325,Other,Saskatchewan
4702052,Norton No. 69,,,,,77,245,Other,Saskatchewan
4702054,Pangman,,,,,,,Other,Saskatchewan
4702057,Key West No. 70,79,45,85,94,76,310,Other,Saskatchewan
4702058,Ogema,77,43,92,91,76,305,Other,Saskatchewan
4702061,Elmsthorpe No. 100,86,50,91,100,82,260,Other,Saskatchewan
4702062,Avonlea,82,57,96,94,82,355,Other,Saskatchewan
4702066,Caledonia No. 99,75,54,97,97,81,285,Other,Saskatchewan
4702067,Milestone,82,55,96,86,80,560,Other,Saskatchewan
4702069,Scott No. 98,,,,,82,180,Other,Saskatchewan
4702071,Lang,,,,,78,170,Other,Saskatchewan
4702072,Yellow Grass,82,57,93,91,81,370,Other,Saskatchewan
4702073,Wellington No. 97,73,47,96,88,76,355,Other,Saskatchewan
4702076,Fillmore No. 96,73,52,92,99,79,255,Other,Saskatchewan
4702077,Osage,,,,,,,Other,Saskatchewan
4702078,Fillmore,,,,,83,170,Other,Saskatchewan
4702079,Creelman,,,,,71,75,Other,Saskatchewan
4702800,Piapot Cree First Nation 75H,,,,,,,First Nation,Saskatchewan
4703001,Hart Butte No. 11,,,,,78,205,Other,Saskatchewan
4703004,Coronach,86,59,94,92,83,770,Other,Saskatchewan
4703006,Poplar Valley No. 12,,,,,74,290,Other,Saskatchewan
4703009,Rockglen,77,47,98,87,77,345,Other,Saskatchewan
4703011,Old Post No. 43,69,46,98,92,76,390,Other,Saskatchewan
4703012,Wood Mountain,,,,,,,Other,Saskatchewan
4703016,Glen McPherson No. 46,,,,,81,125,Other,Saskatchewan
4703018,Mankota No. 45,72,53,92,98,79,380,Other,Saskatchewan
4703019,Mankota,,,,,72,235,Other,Saskatchewan
4703022,Waverley No. 44,63,54,85,91,73,420,Other,Saskatchewan
4703026,Willow Bunch No. 42,70,45,95,96,77,405,Other,Saskatchewan
4703028,Willow Bunch,83,31,97,74,71,295,Other,Saskatchewan
4703029,Excel No. 71,69,35,96,90,72,465,Other,Saskatchewan
4703034,Lake of the Rivers No. 72,77,61,100,93,83,325,Other,Saskatchewan
4703036,Assiniboia,84,49,96,91,80,2215,Other,Saskatchewan
4703038,Stonehenge No. 73,75,48,100,91,78,445,Other,Saskatchewan
4703041,Limerick,,,,,69,130,Other,Saskatchewan
4703042,Wood River No. 74,83,55,96,97,83,385,Other,Saskatchewan
4703044,Lafleche,85,46,94,92,79,355,Other,Saskatchewan
4703048,Pinto Creek No. 75,,,,,81,215,Other,Saskatchewan
4703049,Meyronne,,,,,,,Other,Saskatchewan
4703051,Kincaid,,,,,82,135,Other,Saskatchewan
4703052,Hazenmore,,,,,,,Other,Saskatchewan
4703054,Auvergne No. 76,65,38,99,98,75,325,Other,Saskatchewan
4703056,Aneroid,,,,,,,Other,Saskatchewan
4703058,Ponteix,77,44,85,85,73,495,Other,Saskatchewan
4703059,Whiska Creek No. 106,48,39,85,86,65,520,Other,Saskatchewan
4703061,Neville,,,,,76,85,Other,Saskatchewan
4703062,Vanguard,,,,,84,145,Other,Saskatchewan
4703064,Glen Bain No. 105,,,,,79,230,Other,Saskatchewan
4703068,Gravelbourg No. 104,69,51,96,93,77,325,Other,Saskatchewan
4703071,Gravelbourg,86,58,97,91,83,1025,Other,Saskatchewan
4703074,Sutton No. 103,72,52,82,96,76,295,Other,Saskatchewan
4703092,Mossbank,78,38,100,83,75,330,Other,Saskatchewan
4703093,Lake Johnston No. 102,,,,,82,165,Other,Saskatchewan
4703096,Terrell No. 101,74,39,92,97,75,250,Other,Saskatchewan
4703801,Wood Mountain 160,,,,,,,First Nation,Saskatchewan
4704002,Val Marie,,,,,72,140,Other,Saskatchewan
4704003,Val Marie No. 17,56,40,94,88,70,480,Other,Saskatchewan
4704006,Lone Tree No. 18,,,,,80,150,Other,Saskatchewan
4704008,Bracken,,,,,,,Other,Saskatchewan
4704009,Climax,,,,,75,180,Other,Saskatchewan
4704011,Frontier No. 19,66,38,98,95,74,320,Other,Saskatchewan
4704012,Frontier,87,60,93,83,81,280,Other,Saskatchewan
4704019,Reno No. 51,74,43,82,99,74,460,Other,Saskatchewan
4704021,Consul,,,,,88,90,Other,Saskatchewan
4704024,White Valley No. 49,61,44,93,96,74,520,Other,Saskatchewan
4704026,Eastend,79,56,95,92,81,450,Other,Saskatchewan
4704028,Wise Creek No. 77,,,,,77,220,Other,Saskatchewan
4704029,Cadillac,,,,,71,80,Other,Saskatchewan
4704031,Admiral,,,,,,,Other,Saskatchewan
4704034,Grassy Creek No. 78,76,55,99,99,82,305,Other,Saskatchewan
4704036,Shaunavon,85,51,93,91,80,1625,Other,Saskatchewan
4704038,Arlington No. 79,61,30,95,99,71,415,Other,Saskatchewan
4704045,Maple Creek No. 111,59,36,96,96,72,1165,Other,Saskatchewan
4704048,Maple Creek,85,46,94,91,79,2150,Other,Saskatchewan
4704050,Piapot No. 110,73,45,88,96,76,390,Other,Saskatchewan
4704054,Carmichael No. 109,57,36,97,98,72,450,Other,Saskatchewan
4704056,Carmichael,,,,,,,Other,Saskatchewan
4704058,Bone Creek No. 108,75,44,96,99,78,320,Other,Saskatchewan
4704061,Lac Pelletier No. 107,70,39,99,87,74,525,Other,Saskatchewan
4704802,Nekaneet Cree Nation,,,,,,,First Nation,Saskatchewan
4705001,Moosomin No. 121,76,54,97,93,80,515,Other,Saskatchewan
4705002,Fleming,,,,,65,70,Other,Saskatchewan
4705004,Moosomin,87,52,95,91,82,2180,Other,Saskatchewan
4705006,Welwyn,,,,,67,145,Other,Saskatchewan
4705007,Martin No. 122,76,54,96,96,81,340,Other,Saskatchewan
4705009,Wapella,85,39,95,85,76,310,Other,Saskatchewan
4705011,Silverwood No. 123,82,51,95,95,81,445,Other,Saskatchewan
4705014,Kingsley No. 124,81,60,88,94,81,440,Other,Saskatchewan
4705016,Kipling,84,41,93,90,77,940,Other,Saskatchewan
4705018,Chester No. 125,74,52,87,97,77,385,Other,Saskatchewan
4705019,Windthorst,,,,,81,195,Other,Saskatchewan
4705021,Glenavon,,,,,76,160,Other,Saskatchewan
4705024,Wolseley,76,49,90,93,77,720,Other,Saskatchewan
4705027,Wolseley No. 155,70,51,97,98,79,440,Other,Saskatchewan
4705028,Elcapo No. 154,70,51,95,95,78,490,Other,Saskatchewan
4705029,Grenfell,75,42,92,85,73,915,Other,Saskatchewan
4705031,Broadview,74,35,93,82,71,575,Other,Saskatchewan
4705033,Willowdale No. 153,74,48,100,92,79,330,Other,Saskatchewan
4705034,Whitewood,79,47,98,88,78,840,Other,Saskatchewan
4705037,Rocanville No. 151,81,54,92,94,80,555,Other,Saskatchewan
4705038,Rocanville,88,50,88,88,78,870,Other,Saskatchewan
4705041,Spy Hill No. 152,87,54,85,88,78,365,Other,Saskatchewan
4705042,Tantallon,,,,,84,105,Other,Saskatchewan
4705043,Spy Hill,,,,,75,200,Other,Saskatchewan
4705044,Gerald,,,,,80,125,Other,Saskatchewan
4705047,Langenburg No. 181,83,51,93,94,81,560,Other,Saskatchewan
4705048,Langenburg,88,49,95,89,80,1000,Other,Saskatchewan
4705049,Yarbo,,,,,88,70,Other,Saskatchewan
4705050,West End,,,,,,,Other,Saskatchewan
4705051,Fertile Belt No. 183,87,47,99,87,80,770,Other,Saskatchewan
4705052,Esterhazy,92,47,92,88,80,2270,Other,Saskatchewan
4705053,Atwater,,,,,,,Other,Saskatchewan
4705054,Bangor,,,,,,,Other,Saskatchewan
4705055,Bird's Point,,,,,74,95,Other,Saskatchewan
4705056,Stockholm,83,40,92,83,74,320,Other,Saskatchewan
4705057,Grayson No. 184,72,48,95,90,76,540,Other,Saskatchewan
4705058,Dubuc,,,,,,45,Other,Saskatchewan
4705059,Grayson,,,,,81,170,Other,Saskatchewan
4705060,Melville Beach,,,,,,,Other,Saskatchewan
4705061,Waldron,,,,,,,Other,Saskatchewan
4705062,Killaly,,,,,80,80,Other,Saskatchewan
4705063,McLeod No. 185,75,59,91,99,81,505,Other,Saskatchewan
4705064,Neudorf,78,47,88,88,75,280,Other,Saskatchewan
4705066,Lemberg,79,52,92,94,79,275,Other,Saskatchewan
4705067,Stanley No. 215,81,51,96,95,81,505,Other,Saskatchewan
4705068,Duff,,,,,,,Other,Saskatchewan
4705069,Goodeve,,,,,,65,Other,Saskatchewan
4705071,Fenwood,,,,,,,Other,Saskatchewan
4705073,Cana No. 214,74,50,92,92,77,860,Other,Saskatchewan
4705074,Melville,83,46,95,86,78,4010,Other,Saskatchewan
4705077,Saltcoats No. 213,69,43,89,92,73,745,Other,Saskatchewan
4705078,Saltcoats,83,46,93,88,78,440,Other,Saskatchewan
4705079,Bredenbury,76,43,97,86,75,380,Other,Saskatchewan
4705093,Churchbridge No. 211,73,41,86,92,73,635,Other,Saskatchewan
4705094,Churchbridge,91,48,98,89,82,705,Other,Saskatchewan
4705096,MacNutt,,,,,80,70,Other,Saskatchewan
4705803,Cowessess 73,57,51,79,76,66,515,First Nation,Saskatchewan
4705804,Kahkewistahaw 72,46,36,73,71,56,505,First Nation,Saskatchewan
4705805,Sakimay 74,,,,,60,170,First Nation,Saskatchewan
4705806,Ochapowace 71,47,35,78,70,57,450,First Nation,Saskatchewan
4705807,Shesheep 74A,,,,,,,First Nation,Saskatchewan
4705808,Little Bone 74B,,,,,,,First Nation,Saskatchewan
4705814,Ochapowace 71-10,,,,,,,First Nation,Saskatchewan
4705818,Ochapowace 71-54,,,,,,,First Nation,Saskatchewan
4705821,Ochapowace 71-26,,,,,,,First Nation,Saskatchewan
4705822,Ochapowace 71-70,,,,,,,First Nation,Saskatchewan
4705823,Ochapowace 71-7,,,,,,,First Nation,Saskatchewan
4705824,Ochapowace 71-18,,,,,,,First Nation,Saskatchewan
4705825,Ochapowace 71-51,,,,,,,First Nation,Saskatchewan
4705826,Ochapowace 71-44,,,,,,,First Nation,Saskatchewan
4706001,Montmartre No. 126,57,39,90,95,70,505,Other,Saskatchewan
4706002,Montmartre,74,38,84,93,72,400,Other,Saskatchewan
4706003,Kendal,,,,,,55,Other,Saskatchewan
4706004,Francis No. 127,75,57,89,95,79,675,Other,Saskatchewan
4706006,Odessa,,,,,82,200,Other,Saskatchewan
4706007,Vibank,80,55,97,91,81,360,Other,Saskatchewan
4706008,Sedley,84,49,98,90,80,320,Other,Saskatchewan
4706009,Francis,,,,,76,150,Other,Saskatchewan
4706011,Lajord No. 128,78,52,97,96,81,975,Other,Saskatchewan
4706013,Bratt's Lake No. 129,100,68,97,92,89,360,Other,Saskatchewan
4706014,Wilcox,,,,,86,230,Other,Saskatchewan
4706016,Redburn No. 130,,,,,81,245,Other,Saskatchewan
4706017,Rouleau,85,55,93,95,82,400,Other,Saskatchewan
4706018,Briercrest,,,,,78,115,Other,Saskatchewan
4706019,Drinkwater,,,,,,55,Other,Saskatchewan
4706021,Pense No. 160,75,51,95,87,77,490,Other,Saskatchewan
4706022,Belle Plaine,,,,,,85,Other,Saskatchewan
4706023,Pense,87,57,89,93,82,505,Other,Saskatchewan
4706026,Sherwood No. 159,86,61,90,96,83,940,Other,Saskatchewan
4706027,Regina,89,62,95,90,84,176915,Other,Saskatchewan
4706028,Grand Coulee,85,72,100,93,87,435,Other,Saskatchewan
4706029,Edenwold No. 158,95,67,96,92,87,3555,Other,Saskatchewan
4706030,White City,95,75,99,88,89,1115,Other,Saskatchewan
4706031,Pilot Butte,85,59,100,95,85,1855,Other,Saskatchewan
4706032,Balgonie,84,60,98,96,84,1380,Other,Saskatchewan
4706033,Edenwold,,,,,78,250,Other,Saskatchewan
4706034,South Qu'Appelle No. 157,83,56,96,95,83,1060,Other,Saskatchewan
4706036,Qu'Appelle,79,57,94,91,80,625,Other,Saskatchewan
4706037,McLean,80,50,90,92,78,275,Other,Saskatchewan
4706038,Indian Head No. 156,81,56,90,97,81,350,Other,Saskatchewan
4706039,Indian Head,84,51,96,92,81,1595,Other,Saskatchewan
4706041,Sintaluta,,,,,81,95,Other,Saskatchewan
4706042,Abernethy No. 186,71,56,93,98,80,375,Other,Saskatchewan
4706045,Fort San,,,,,86,215,Other,Saskatchewan
4706046,Abernethy,,,,,68,185,Other,Saskatchewan
4706047,Balcarres,74,46,87,89,74,555,Other,Saskatchewan
4706048,North Qu'Appelle No. 187,93,59,99,89,85,855,Other,Saskatchewan
4706049,Lebret,,,,,76,205,Other,Saskatchewan
4706050,Katepwa,90,57,96,87,82,285,Other,Saskatchewan
4706051,Fort Qu'Appelle,78,48,91,85,76,1850,Other,Saskatchewan
4706052,B-Say-Tah,,,,,87,205,Other,Saskatchewan
4706053,Lumsden No. 189,94,64,96,92,86,1620,Other,Saskatchewan
4706054,Disley,,,,,,50,Other,Saskatchewan
4706055,Buena Vista,90,63,99,79,83,490,Other,Saskatchewan
4706056,Lumsden,88,63,98,92,85,1525,Other,Saskatchewan
4706057,Lumsden Beach,,,,,,,Other,Saskatchewan
4706058,Regina Beach,95,60,94,84,83,1195,Other,Saskatchewan
4706059,Dufferin No. 190,74,43,96,90,76,540,Other,Saskatchewan
4706060,Wee Too Beach,,,,,,60,Other,Saskatchewan
4706061,Bethune,77,54,94,94,80,370,Other,Saskatchewan
4706062,Findlater,,,,,,50,Other,Saskatchewan
4706063,Sarnia No. 221,77,45,95,89,77,285,Other,Saskatchewan
4706064,Chamberlain,,,,,74,110,Other,Saskatchewan
4706065,Alice Beach,,,,,56,70,Other,Saskatchewan
4706066,Penzance,,,,,,,Other,Saskatchewan
4706067,Holdfast,,,,,75,175,Other,Saskatchewan
4706068,Dilke,,,,,84,90,Other,Saskatchewan
4706069,Grandview Beach,,,,,,,Other,Saskatchewan
4706070,Longlaketon No. 219,82,53,96,97,82,890,Other,Saskatchewan
4706071,McKillop No. 220,84,49,97,89,80,565,Other,Saskatchewan
4706072,Saskatchewan Beach,,,,,79,155,Other,Saskatchewan
4706073,Bulyea,,,,,76,100,Other,Saskatchewan
4706074,Strasbourg,74,44,96,88,75,690,Other,Saskatchewan
4706075,Kannata Valley,,,,,84,130,Other,Saskatchewan
4706076,Sunset Cove,,,,,,,Other,Saskatchewan
4706077,Silton,,,,,80,90,Other,Saskatchewan
4706078,Craven,93,59,90,89,83,280,Other,Saskatchewan
4706079,Earl Grey,78,54,91,91,78,250,Other,Saskatchewan
4706080,Glen Harbour,,,,,83,70,Other,Saskatchewan
4706081,North Grove,,,,,88,70,Other,Saskatchewan
4706082,Pelican Pointe,,,,,,,Other,Saskatchewan
4706085,Island View,,,,,70,80,Other,Saskatchewan
4706091,Cupar No. 218,94,45,97,93,83,500,Other,Saskatchewan
4706092,Southey,76,40,96,93,76,710,Other,Saskatchewan
4706093,Markinch,,,,,,55,Other,Saskatchewan
4706094,Cupar,82,42,98,94,79,520,Other,Saskatchewan
4706096,Lipton No. 217,61,41,94,93,72,425,Other,Saskatchewan
4706097,Dysart,,,,,76,195,Other,Saskatchewan
4706098,Lipton,74,49,92,91,77,340,Other,Saskatchewan
4706099,Tullymet No. 216,,,,,73,245,Other,Saskatchewan
4706809,Piapot 75,43,38,63,66,52,445,First Nation,Saskatchewan
4706810,Assiniboine 76,43,34,63,62,50,670,First Nation,Saskatchewan
4706811,Standing Buffalo 78,43,38,80,63,56,445,First Nation,Saskatchewan
4706812,Pasqua 79,43,41,65,71,55,475,First Nation,Saskatchewan
4706813,Muscowpetung 80,44,31,49,66,48,290,First Nation,Saskatchewan
4706814,Little Black Bear 84,,,,,,,First Nation,Saskatchewan
